customer_id,total_spend,total_visits,atv,total_item_count,cancellation_rate,unique_products,time_of_day,day_of_week,discount_rate,loyalty_member
12494,1685.92,17,99.17176470588235,952,0.47058823529411764,83,13,3,0.14285714285714285,0
12495,323.4,2,161.7,126,0.5,17,10,1,0.3157894736842105,0
12496,45.34,2,22.67,30,0.0,10,13,0,0.2,1
12497,6211.75,4,1552.9375,5684,0.25,42,12,3,0.1206896551724138,1
12498,403.70000000000005,3,134.5666666666667,159,0.0,21,9,3,0.043478260869565216,0
12499,393.72,1,393.72,302,0.0,27,15,4,0.25925925925925924,0
12500,5872.31,25,234.8924,3360,0.24,89,9,3,0.10897435897435898,1
12501,2089.68,2,1044.84,1722,0.5,149,12,4,0.125,0
12502,3723.87,5,744.774,820,0.0,102,11,3,0.12244897959183673,0
12503,0.0,2,0.0,560,0.5,3,13,1,0.0,0
12504,411.0,6,68.5,419,0.3333333333333333,11,10,0,0.11538461538461539,1
12505,908.0,3,302.6666666666667,313,0.6666666666666666,43,9,2,0.14893617021276595,0
12506,73.5,1,73.5,23,0.0,23,8,3,0.17391304347826086,0
12507,1797.31,5,359.462,1256,0.2,46,9,1,0.058823529411764705,1
12508,390.36,2,195.18,255,0.0,57,16,3,0.109375,1
12509,176.5,1,176.5,55,0.0,7,14,0,0.14285714285714285,0
12510,3689.33,16,230.583125,2018,0.4375,94,14,4,0.06493506493506493,0
12511,3065.77,2,1532.885,1748,0.5,190,10,3,0.09278350515463918,0
12512,132.18,2,66.09,96,0.0,31,14,1,0.12903225806451613,0
12513,586.79,2,293.395,456,0.5,35,10,4,0.19444444444444445,0
12514,1597.76,2,798.88,840,0.0,76,16,3,0.07142857142857142,0
12515,383.7,1,383.7,131,0.0,16,15,1,0.125,0
12516,2648.62,4,662.155,1952,0.0,49,9,0,0.08108108108108109,0
12517,2410.51,6,401.7516666666667,1310,0.16666666666666666,232,15,3,0.10989010989010989,0
12518,2056.89,5,411.378,1318,0.0,84,10,4,0.0967741935483871,0
12519,685.19,3,228.39666666666668,380,0.3333333333333333,34,8,4,0.04878048780487805,0
12520,2582.51,6,430.41833333333335,1430,0.16666666666666666,121,11,4,0.09032258064516129,1
12521,599.68,1,599.68,309,0.0,38,10,2,0.15789473684210525,0
12522,192.72,2,96.36,194,0.0,11,14,0,0.16666666666666666,0
12523,4201.05,30,140.035,2236,0.23333333333333334,176,12,3,0.13257575757575757,1
12524,11091.36,18,616.1866666666667,7173,0.05555555555555555,157,11,0,0.10330578512396695,0
12525,835.1800000000001,8,104.39750000000001,487,0.625,56,14,1,0.09090909090909091,0
12526,1316.66,3,438.8866666666667,632,0.0,64,9,0,0.11267605633802817,0
12527,735.51,5,147.102,526,0.0,26,15,0,0.1875,1
12528,1922.28,8,240.285,750,0.25,50,9,2,0.1368421052631579,1
12529,311.78000000000003,2,155.89000000000001,190,0.5,21,13,1,0.21739130434782608,0
12530,3689.86,12,307.48833333333334,2698,0.25,94,14,0,0.14814814814814814,1
12531,1899.05,3,633.0166666666667,1104,0.3333333333333333,126,14,4,0.15789473684210525,0
12532,349.83000000000004,1,349.83000000000004,153,0.0,16,13,2,0.125,1
12533,1149.99,6,191.665,568,0.6666666666666666,63,11,1,0.15555555555555556,0
12534,1089.18,1,1089.18,651,0.0,63,10,0,0.1111111111111111,0
12535,716.35,2,358.175,219,0.0,28,12,0,0.0,0
12536,4111.46,5,822.292,2668,0.4,260,14,1,0.08823529411764706,1
12537,732.94,1,732.94,449,0.0,43,8,2,0.09302325581395349,0
12538,640.45,2,320.225,336,0.0,33,17,3,0.08823529411764706,0
12539,9498.9,8,1187.3625,4534,0.125,277,13,2,0.11683168316831684,0
12540,22107.29,36,614.0913888888889,11009,0.08333333333333333,355,12,1,0.10838709677419354,0
12541,981.18,3,327.06,680,0.0,46,10,3,0.057692307692307696,0
12542,423.38,4,105.845,514,0.5,39,16,1,0.1111111111111111,1
12543,980.25,1,980.25,688,0.0,43,15,4,0.20930232558139536,0
12544,355.7,2,177.85,132,0.5,19,16,3,0.1,0
12545,1000.39,2,500.195,523,0.0,42,12,4,0.14,0
12546,1141.5,3,380.5,617,0.3333333333333333,59,9,4,0.07142857142857142,0
12547,383.58,3,127.86,309,0.0,13,13,1,0.047619047619047616,0
12548,95.19999999999999,1,95.19999999999999,49,0.0,5,15,6,0.0,0
12549,1575.68,6,262.61333333333334,1366,0.0,38,12,0,0.10204081632653061,0
12550,964.83,1,964.83,569,0.0,57,14,2,0.10526315789473684,1
12551,168.0,1,168.0,100,0.0,10,11,4,0.2,0
12552,437.82,2,218.91,88,0.0,20,12,0,0.15,0
12553,4548.82,17,267.5776470588235,2282,0.29411764705882354,109,10,4,0.11065573770491803,0
12554,468.5,1,468.5,240,0.0,26,12,4,0.038461538461538464,0
12555,129.23,1,129.23,1,0.0,1,16,1,0.0,0
12556,585.06,2,292.53,341,0.0,100,13,0,0.14035087719298245,0
12557,18096.14,8,2262.0175,6382,0.0,15,10,0,0.20754716981132076,0
12558,1.0658141036401503e-14,2,5.329070518200751e-15,0,0.5,11,10,3,0.045454545454545456,0
12559,536.21,3,178.73666666666668,281,0.3333333333333333,21,10,0,0.09090909090909091,1
12560,2101.39,4,525.3475,1078,0.25,92,15,1,0.0990990990990991,0
12561,238.85,1,238.85,177,0.0,16,11,3,0.125,0
12562,4966.92,9,551.88,2327,0.0,113,9,3,0.11594202898550725,0
12563,249.24,1,249.24,113,0.0,13,9,2,0.07692307692307693,0
12564,456.9,1,456.9,133,0.0,21,14,2,0.14285714285714285,0
12565,131.17,2,65.585,75,0.5,9,10,3,0.1,1
12566,346.7,2,173.35,264,0.5,19,14,2,0.0,0
12567,11451.44,17,673.6141176470588,5086,0.11764705882352941,365,11,6,0.12173913043478261,1
12568,70.0,1,70.0,48,0.0,5,9,4,0.2,0
12569,4064.9900000000002,35,116.14257142857143,1793,0.08571428571428572,92,14,3,0.07329842931937172,0
12570,77.52,1,77.52,1,0.0,1,17,1,0.0,1
12571,519.61,2,259.805,523,0.0,31,10,0,0.11764705882352941,1
12572,1004.72,3,334.9066666666667,450,0.3333333333333333,53,8,2,0.14516129032258066,0
12573,714.06,5,142.81199999999998,476,0.0,107,13,1,0.11965811965811966,0
12574,218.45,1,218.45,61,0.0,11,9,4,0.0,1
12575,622.8199999999999,2,311.40999999999997,315,0.0,34,9,3,0.15789473684210525,0
12576,2083.87,11,189.44272727272727,1479,0.2727272727272727,114,10,4,0.08843537414965986,1
12577,1545.2,9,171.6888888888889,1175,0.1111111111111111,259,13,1,0.10472972972972973,0
12578,4572.45,7,653.2071428571428,2334,0.42857142857142855,150,15,3,0.09392265193370165,1
12579,410.72,3,136.90666666666667,278,0.6666666666666666,29,17,3,0.03225806451612903,0
12580,1052.9,2,526.45,569,0.0,52,11,2,0.1206896551724138,0
12581,197.71,1,197.71,161,0.0,15,8,0,0.0,0
12582,1980.4,4,495.1,985,0.0,88,9,1,0.1941747572815534,1
12583,13489.039999999999,31,435.13032258064516,8483,0.12903225806451613,141,12,4,0.07982261640798226,0
12584,1893.95,18,105.21944444444445,354,0.5,44,13,1,0.10317460317460317,0
12585,1982.81,4,495.7025,1258,0.5,77,12,3,0.1134020618556701,0
12586,2045.67,5,409.134,685,0.2,82,10,1,0.08421052631578947,0
12587,144.0,1,144.0,51,0.0,4,12,4,0.25,0
12588,938.98,5,187.796,434,0.2,31,12,4,0.0625,1
12589,3094.17,11,281.28818181818184,1369,0.2727272727272727,121,11,3,0.13679245283018868,0
12590,9853.48,5,1970.696,4277,0.6,70,14,3,0.1527777777777778,0
12591,1338.95,3,446.31666666666666,653,0.0,63,10,2,0.08823529411764706,0
12592,1152.62,8,144.0775,1872,0.375,42,14,3,0.07142857142857142,0
12593,418.09999999999997,3,139.36666666666665,206,0.0,14,9,3,0.14285714285714285,1
12594,5044.51,17,296.7358823529412,2743,0.11764705882352941,78,12,1,0.13366336633663367,1
12595,299.02,1,299.02,271,0.0,19,9,4,0.05263157894736842,0
12596,618.27,2,309.135,474,0.0,25,13,0,0.07407407407407407,0
12597,3683.13,5,736.626,2187,0.2,184,13,6,0.1261682242990654,1
12598,4414.67,15,294.3113333333333,2840,0.26666666666666666,130,12,0,0.13744075829383887,0
12599,2296.72,13,176.67076923076922,2189,0.0,47,13,1,0.09022556390977443,0
12600,4879.29,26,187.665,1374,0.19230769230769232,54,10,4,0.10869565217391304,0
12601,673.76,7,96.25142857142858,289,0.14285714285714285,24,10,3,0.02857142857142857,0
12602,153.12,1,153.12,162,0.0,12,11,2,0.16666666666666666,0
12603,739.1999999999999,1,739.1999999999999,64,0.0,3,10,4,0.0,1
12604,254.18,2,127.09,201,0.0,15,12,2,0.3125,0
12605,1225.45,5,245.09,925,0.2,63,14,1,0.0759493670886076,0
12606,21.0,1,21.0,1,0.0,1,16,1,0.0,0
12607,3.552713678800501e-15,2,1.7763568394002505e-15,0,0.5,101,16,0,0.1188118811881188,1
12608,415.79,1,415.79,323,0.0,16,10,6,0.1875,0
12609,3417.86,10,341.786,1552,0.1,129,12,3,0.07954545454545454,0
12610,2057.99,7,293.9985714285714,1028,0.2857142857142857,85,13,4,0.15315315315315314,1
12611,1193.32,1,1193.32,846,0.0,65,13,1,0.06153846153846154,0
12612,643.59,2,321.795,251,0.5,19,15,0,0.19047619047619047,0
12613,6512.32,13,500.9476923076923,4027,0.23076923076923078,219,14,3,0.1308139534883721,0
12614,315.6,1,315.6,76,0.0,20,10,0,0.15,0
12615,5564.88,11,505.89818181818185,3295,0.2727272727272727,199,14,4,0.09712230215827339,0
12616,1045.35,7,149.33571428571426,481,0.5714285714285714,32,11,1,0.06779661016949153,1
12617,341.63,1,341.63,199,0.0,39,14,3,0.15384615384615385,0
12618,177.31,1,177.31,96,0.0,11,11,4,0.18181818181818182,1
12619,3354.95,14,239.6392857142857,3494,0.2857142857142857,55,14,3,0.06666666666666667,1
12620,1339.41,3,446.47,1181,0.0,89,10,4,0.08695652173913043,0
12621,24114.7,44,548.0613636363637,13648,0.20454545454545456,344,12,3,0.13212435233160622,0
12622,180.1,1,180.1,69,0.0,11,16,3,0.0,0
12623,3639.84,9,404.4266666666667,1966,0.2222222222222222,112,11,1,0.09659090909090909,1
12624,641.13,2,320.565,355,0.0,36,12,2,0.10526315789473684,1
12625,5095.38,5,1019.076,3274,0.2,145,15,3,0.10106382978723404,1
12626,6388.35,13,491.4115384615385,3350,0.3076923076923077,232,11,3,0.1498371335504886,0
12627,4478.53,7,639.79,2752,0.0,162,15,3,0.1391304347826087,0
12628,769.61,4,192.4025,445,0.25,34,9,3,0.16279069767441862,1
12629,1558.22,2,779.11,722,0.0,40,9,4,0.08888888888888889,0
12630,1270.88,2,635.44,548,0.0,60,10,3,0.0625,1
12631,3452.27,7,493.18142857142857,1593,0.14285714285714285,131,13,3,0.10752688172043011,1
12632,738.88,4,184.72,668,0.5,32,9,2,0.13157894736842105,0
12633,5595.21,10,559.521,3207,0.3,220,11,4,0.13099041533546327,1
12634,490.0,2,245.0,337,0.0,20,15,2,0.1,0
12635,2930.41,4,732.6025,1949,0.0,159,11,4,0.11731843575418995,1
12636,141.0,1,141.0,1,0.0,1,9,1,0.0,1
12637,8126.62,14,580.4728571428572,4201,0.14285714285714285,295,15,3,0.12395309882747069,0
12638,921.49,2,460.745,663,0.0,47,13,6,0.08333333333333333,0
12639,1312.37,3,437.45666666666665,631,0.0,58,12,4,0.15625,0
12640,1174.58,3,391.52666666666664,311,0.0,47,12,0,0.07547169811320754,1
12641,185.9,1,185.9,72,0.0,10,13,1,0.1,0
12642,1013.26,3,337.75333333333333,552,0.0,39,9,2,0.1276595744680851,0
12643,7835.3,14,559.6642857142857,4357,0.14285714285714285,14,12,2,0.12727272727272726,1
12644,1815.54,6,302.59,1001,0.3333333333333333,106,10,1,0.10569105691056911,1
12645,3499.1,10,349.90999999999997,2089,0.2,111,12,2,0.12269938650306748,0
12646,1346.97,2,673.485,897,0.0,43,12,4,0.2,0
12647,16713.99,45,371.422,6566,0.2,241,12,4,0.10986964618249534,0
12648,1097.0,5,219.4,514,0.2,38,10,1,0.10606060606060606,1
12649,2258.5,10,225.85,1942,0.2,94,14,2,0.11475409836065574,1
12650,314.44,1,314.44,254,0.0,20,16,1,0.05,0
12651,365.3,5,73.06,262,0.2,30,12,4,0.125,1
12652,1011.58,3,337.1933333333333,533,0.3333333333333333,51,15,2,0.09259259259259259,0
12653,4160.83,3,1386.9433333333334,1681,0.0,76,9,3,0.11627906976744186,1
12654,601.98,5,120.396,264,0.0,31,10,3,0.07894736842105263,0
12655,261.35,1,261.35,80,0.0,16,9,1,0.1875,0
12656,6320.78,12,526.7316666666667,2841,0.3333333333333333,174,9,2,0.11067193675889328,1
12657,1152.06,5,230.41199999999998,654,0.2,35,11,3,0.017857142857142856,0
12658,686.05,1,686.05,320,0.0,36,10,0,0.1111111111111111,0
12659,91.68,1,91.68,105,0.0,5,11,3,0.0,0
12660,245.1,1,245.1,127,0.0,13,13,0,0.38461538461538464,0
12661,162.0,1,162.0,216,0.0,11,16,2,0.09090909090909091,0
12662,6687.6900000000005,22,303.9859090909091,3403,0.09090909090909091,163,13,1,0.1111111111111111,0
12663,204.0,3,68.0,169,0.3333333333333333,9,14,1,0.09090909090909091,0
12664,6052.04,12,504.33666666666664,1494,0.08333333333333333,10,11,1,0.13043478260869565,0
12665,301.45,5,60.29,157,0.4,13,15,0,0.14285714285714285,0
12666,1020.98,2,510.49,314,0.5,31,16,2,0.2727272727272727,1
12667,620.13,1,620.13,395,0.0,33,17,2,0.18181818181818182,1
12668,11244.06,12,937.005,4990,0.16666666666666666,263,15,6,0.11623616236162361,1
12669,1607.73,4,401.9325,1114,0.25,98,10,0,0.09803921568627451,0
12670,3750.39,8,468.79875,1621,0.125,71,10,3,0.08547008547008547,1
12671,2622.481,1,2622.481,1460,0.0,45,16,0,0.13333333333333333,0
12672,410.5,3,136.83333333333334,131,0.3333333333333333,22,9,4,0.08,0
12673,1230.02,3,410.00666666666666,700,0.0,68,10,2,0.05405405405405406,1
12674,1922.26,7,274.60857142857145,1103,0.42857142857142855,52,9,1,0.14444444444444443,1
12675,933.55,4,233.3875,334,0.5,111,16,0,0.08771929824561403,0
12676,2773.09,12,231.09083333333334,1865,0.08333333333333333,67,13,4,0.17592592592592593,0
12677,389.3,3,129.76666666666668,174,0.3333333333333333,14,14,2,0.17391304347826086,1
12678,33851.13,23,1471.7882608695652,22233,0.08695652173913043,199,11,3,0.11286089238845144,1
12679,1058.67,9,117.63000000000001,530,0.5555555555555556,45,12,1,0.14285714285714285,0
12680,880.81,4,220.2025,444,0.0,33,12,3,0.24528301886792453,0
12681,29518.24,56,527.1114285714286,16915,0.19642857142857142,459,11,2,0.1169993117687543,0
12682,22862.12,53,431.3607547169811,10513,0.018867924528301886,327,13,1,0.1159274193548387,0
12683,11355.52,27,420.57481481481483,6933,0.2222222222222222,236,15,3,0.1222879684418146,0
12684,2283.63,7,326.23285714285714,1985,0.0,61,10,1,0.14285714285714285,0
12685,2863.08,6,477.18,1523,0.0,117,10,3,0.1337579617834395,0
12686,89.14,1,89.14,107,0.0,7,9,4,0.14285714285714285,0
12687,2138.91,2,1069.455,1403,0.0,126,12,0,0.15873015873015872,0
12688,4873.8099999999995,1,4873.8099999999995,3028,0.0,171,8,3,0.09941520467836257,1
12689,1247.61,2,623.805,628,0.0,57,8,0,0.1527777777777778,1
12690,389.01,1,389.01,106,0.0,16,9,2,0.125,0
12691,1170.4,7,167.20000000000002,445,0.0,24,12,4,0.07692307692307693,0
12692,110.95,1,110.95,36,0.0,13,14,4,0.23076923076923078,0
12693,1640.42,11,149.1290909090909,524,0.36363636363636365,63,13,0,0.10843373493975904,1
12694,1839.45,4,459.8625,1353,0.25,69,19,3,0.15476190476190477,1
12695,1407.1200000000001,7,201.0171428571429,454,0.0,46,13,4,0.1694915254237288,0
